2452323,8144,444563,96446477,953964,4298,38389385,14929772,1519239,3761,29496636,21,26756,15,10,55,11566023568,1,152.94,13.76,166.70,74.25,26.16,77.99,40.47,34.48,114.17
2452323,12032,444563,1060544,1864235,7126,25896417,93699002,579332,5153,11922174,57,29376,4,5,51,11448375225,13,100.75,8.06,108.81,26.43,57.59,89.66,1.10,9.99,92.08
2452323,56574,444563,28544817,511271,1725,10665779,86478436,1289150,2759,47113168,31,27492,8,27,69,10441745757,28,994.56,39.78,1034.34,34.05,99.40,169.07,330.19,495.30,173.23
2452323,65441,444563,72897173,1478325,6677,10018676,79051961,1689098,5065,24646632,39,25846,6,23,45,10600089471,4,156.44,7.82,164.26,38.21,122.88,150.18,5.19,1.07,168.91
2452323,64627,444563,44770556,1666915,6827,13003186,43425318,1118657,2540,38990928,39,26503,5,23,1,11995517668,18,924.30,73.94,998.24,72.98,264.06,351.23,126.07,447.00,410.98
2452323,3612,444563,8034240,856588,3383,2778531,19123371,1385061,4639,44877817,3,29472,11,6,29,11541728338,3,124.86,6.24,131.10,3.32,65.22,122.36,2.12,0.38,74.78
2452323,82631,444563,28208609,1325447,2732,6120370,52459645,1653561,6647,3541333,7,29313,11,27,38,11700059242,6,53.94,0.53,54.47,40.62,34.56,41.53,8.19,4.22,75.71
2452323,46609,444563,79466576,1462038,7100,36842562,58124424,835475,5953,43411631,3,29403,5,13,46,11472354788,2,173.46,3.46,176.92,98.60,21.92,62.44,92.14,18.88,123.98
2452323,67205,444563,2224979,1087967,3402,4418037,65560222,1510916,1391,24880666,9,25585,18,3,63,10845560730,2,123.84,2.47,126.31,66.15,105.50,28.48,39.09,56.27,174.12
2452323,67205,444563,2224979,1087967,3402,4418037,65560222,1510916,1391,24880666,9,25585,18,3,63,10836469822,2,123.84,2.47,126.31,66.15,105.50,28.48,39.09,56.27,174.12
2452323,32204,444563,16275571,1117405,4039,21505073,1740227,1851325,6737,23052196,39,25462,6,28,72,11992065580,11,68.53,4.79,73.32,42.76,78.98,60.99,2.48,5.06,126.53
2452323,32204,444563,16275571,1117405,4039,21505073,1740227,1851325,6737,23052196,39,25462,6,28,72,11982974672,11,68.53,4.79,73.32,42.76,78.98,60.99,2.48,5.06,126.53
2452323,63819,444563,84591405,1031126,1600,28526921,39773459,1917502,3962,16331669,17,25733,16,6,16,10885536340,47,3924.50,156.98,4081.48,72.93,2329.79,1923.00,760.57,1240.93,2559.70
2452323,12032,444563,1060544,1864235,7126,25896417,93699002,579332,5153,11922174,57,29376,4,5,51,11457466133,13,100.75,8.06,108.81,26.43,57.59,89.66,1.10,9.99,92.08
2452323,8144,444563,96446477,953964,4298,38389385,14929772,1519239,3761,29496636,21,26756,15,10,55,11561478114,1,152.94,13.76,166.70,74.25,26.16,77.99,40.47,34.48,114.17
2452323,82631,444563,28208609,1325447,2732,6120370,52459645,1653561,6647,3541333,7,29313,11,27,38,11713695604,6,53.94,0.53,54.47,40.62,34.56,41.53,8.19,4.22,75.71
2452323,63819,444563,84591405,1031126,1600,28526921,39773459,1917502,3962,16331669,17,25733,16,6,16,10890081794,47,3924.50,156.98,4081.48,72.93,2329.79,1923.00,760.57,1240.93,2559.70
2452323,43088,444563,,,,35979339,11677149,1644746,206,,1,29818,,,6,12249614176,,,,103.87,,,74.91,,,111.55
2452323,39971,444563,63438804,950823,4889,14768908,1958535,1314824,2763,41776302,59,26032,19,8,72,10660986899,49,1568.00,47.04,1615.04,33.44,677.18,1176.00,141.12,250.88,757.66
2452323,82631,444563,28208609,1325447,2732,6120370,52459645,1653561,6647,3541333,7,29313,11,27,38,11704604696,6,53.94,0.53,54.47,40.62,34.56,41.53,8.19,4.22,75.71
2452323,67205,444563,2224979,1087967,3402,4418037,65560222,1510916,1391,24880666,9,25585,18,3,63,10841015276,2,123.84,2.47,126.31,66.15,105.50,28.48,39.09,56.27,174.12
